mother_pid,wav,child_pid,child_wav,child_age,child_gender,child_enroll,mother_wav,mother_edu,mother_birthy,mother_pa401ccode,mother_birth_prov
620311104.0,2018,620311105.0,2018.0,13.0,0.0,1.0,2018.0,4.0,,,
620327102.0,2018,620327103.0,2018.0,15.0,1.0,1.0,2018.0,4.0,1981.0,,
620327102.0,2018,620327103.0,2018.0,15.0,1.0,1.0,2018.0,4.0,1981.0,,
620328101.0,2018,620328104.0,2018.0,11.0,1.0,1.0,2018.0,3.0,1980.0,,
620328101.0,2018,620328104.0,2018.0,11.0,1.0,1.0,2018.0,3.0,1980.0,,
620329501.0,2018,620329433.0,2018.0,12.0,0.0,1.0,2018.0,3.0,,,
620329501.0,2018,620329433.0,2018.0,12.0,0.0,1.0,2018.0,3.0,,,
620331103.0,2018,620331104.0,2018.0,14.0,0.0,1.0,2018.0,0.0,1978.0,,
620331103.0,2018,620331104.0,2018.0,14.0,0.0,1.0,2018.0,0.0,1978.0,,
620339103.0,2018,620339104.0,2018.0,10.0,1.0,1.0,2018.0,10.0,1984.0,,
620339103.0,2018,620339104.0,2018.0,10.0,1.0,1.0,2018.0,10.0,1984.0,,
620344103.0,2018,620344104.0,2018.0,12.0,0.0,1.0,2018.0,10.0,1981.0,,
620344103.0,2018,620344104.0,2018.0,12.0,0.0,1.0,2018.0,10.0,1981.0,,
620345104.0,2018,620345105.0,2018.0,11.0,0.0,1.0,2018.0,0.0,1987.0,,
620345104.0,2018,620345105.0,2018.0,11.0,0.0,1.0,2018.0,0.0,1987.0,,
620351102.0,2018,620351103.0,2018.0,19.0,1.0,1.0,2018.0,,1971.0,,
620354102.0,2018,620354103.0,2018.0,15.0,0.0,1.0,2018.0,10.0,1976.0,,
620354102.0,2018,620354103.0,2018.0,15.0,0.0,1.0,2018.0,10.0,1976.0,,
620360101.0,2018,620360103.0,2018.0,13.0,0.0,1.0,2018.0,10.0,1982.0,,
620360101.0,2018,620360103.0,2018.0,13.0,0.0,1.0,2018.0,10.0,1982.0,,
620361104.0,2018,620361105.0,2018.0,16.0,1.0,1.0,,,,,
620381101.0,2018,620381103.0,2018.0,14.0,1.0,1.0,2018.0,,1971.0,,
620381101.0,2018,620381103.0,2018.0,14.0,1.0,1.0,2018.0,,1971.0,,
620396101.0,2018,620396103.0,2018.0,10.0,0.0,1.0,2018.0,6.0,1983.0,,
620396101.0,2018,620396103.0,2018.0,10.0,0.0,1.0,2018.0,6.0,1983.0,,
620413101.0,2018,620413103.0,2018.0,15.0,1.0,1.0,2018.0,,1968.0,,
620413101.0,2018,620413103.0,2018.0,15.0,1.0,1.0,2018.0,,1968.0,,
620414101.0,2018,620414103.0,2018.0,17.0,1.0,1.0,2018.0,3.0,1978.0,,
620419101.0,2018,620419103.0,2018.0,16.0,1.0,1.0,2018.0,0.0,1978.0,,
620423104.0,2018,620423105.0,2018.0,12.0,1.0,1.0,2018.0,,,,
620429105.0,2018,620429106.0,2018.0,10.0,0.0,1.0,2018.0,3.0,,,
620429105.0,2018,620429106.0,2018.0,10.0,0.0,1.0,2018.0,3.0,,,
620440101.0,2018,620440103.0,2018.0,16.0,1.0,1.0,,,,,
620442107.0,2018,620442105.0,2018.0,10.0,0.0,1.0,2018.0,4.0,1986.0,,
620442107.0,2018,620442105.0,2018.0,10.0,0.0,1.0,2018.0,4.0,1986.0,,
620444104.0,2018,620444105.0,2018.0,12.0,1.0,1.0,2018.0,3.0,1980.0,,
620444104.0,2018,620444105.0,2018.0,12.0,1.0,1.0,2018.0,3.0,1980.0,,
620468104.0,2018,620468105.0,2018.0,17.0,1.0,1.0,,,,,
620478104.0,2018,620478105.0,2018.0,13.0,0.0,1.0,2018.0,0.0,,,
620478104.0,2018,620478105.0,2018.0,13.0,0.0,1.0,2018.0,0.0,,,
620484101.0,2018,620484106.0,2018.0,17.0,0.0,1.0,2018.0,3.0,1977.0,,
620490104.0,2018,620490105.0,2018.0,11.0,0.0,1.0,2018.0,4.0,1984.0,,
620490104.0,2018,620490105.0,2018.0,11.0,0.0,1.0,2018.0,4.0,1984.0,,
620505101.0,2018,620505102.0,2018.0,12.0,0.0,1.0,2018.0,4.0,1976.0,,
620505101.0,2018,620505102.0,2018.0,12.0,0.0,1.0,2018.0,4.0,1976.0,,
620508102.0,2018,620508103.0,2018.0,18.0,1.0,1.0,2018.0,4.0,1981.0,,
620516102.0,2018,620516103.0,2018.0,13.0,0.0,1.0,2018.0,4.0,1980.0,,
620516102.0,2018,620516103.0,2018.0,13.0,0.0,1.0,2018.0,4.0,1980.0,,
620542102.0,2018,620542103.0,2018.0,10.0,1.0,1.0,2018.0,5.0,1979.0,,
620542102.0,2018,620542103.0,2018.0,10.0,1.0,1.0,2018.0,5.0,1979.0,,
620559102.0,2018,620559106.0,2018.0,15.0,1.0,1.0,2018.0,,1970.0,,
620559102.0,2018,620559106.0,2018.0,15.0,1.0,1.0,2018.0,,1970.0,,
620560106.0,2018,620560108.0,2018.0,13.0,1.0,1.0,,,,,
620560106.0,2018,620560108.0,2018.0,13.0,1.0,1.0,,,,,
620561601.0,2018,620561104.0,2018.0,15.0,1.0,1.0,,,,,
620561601.0,2018,620561104.0,2018.0,15.0,1.0,1.0,,,,,
620571532.0,2018,620571108.0,2018.0,12.0,0.0,1.0,2018.0,,,,
620571532.0,2018,620571108.0,2018.0,12.0,0.0,1.0,2018.0,,,,
620575102.0,2018,620575103.0,2018.0,16.0,1.0,1.0,2018.0,0.0,1974.0,,
620577104.0,2018,620577105.0,2018.0,16.0,0.0,1.0,2018.0,10.0,1979.0,,
620590104.0,2018,620590105.0,2018.0,15.0,1.0,1.0,,,,,
620590104.0,2018,620590105.0,2018.0,15.0,1.0,1.0,,,,,
620593103.0,2018,620593104.0,2018.0,15.0,1.0,1.0,2018.0,10.0,1977.0,,
620593103.0,2018,620593104.0,2018.0,15.0,1.0,1.0,2018.0,10.0,1977.0,,
620594101.0,2018,620594103.0,2018.0,16.0,0.0,1.0,2018.0,10.0,1978.0,,
620595102.0,2018,620595103.0,2018.0,10.0,0.0,1.0,2018.0,0.0,,,
620595102.0,2018,620595103.0,2018.0,10.0,0.0,1.0,2018.0,0.0,,,
620597101.0,2018,620597104.0,2018.0,17.0,1.0,1.0,2018.0,4.0,1980.0,,
620599103.0,2018,620599104.0,2018.0,13.0,1.0,1.0,2018.0,10.0,1984.0,,
620599103.0,2018,620599104.0,2018.0,13.0,1.0,1.0,2018.0,10.0,1984.0,,
620619101.0,2018,620619102.0,2018.0,17.0,1.0,0.0,2018.0,5.0,1976.0,,
620625102.0,2018,620625104.0,2018.0,18.0,1.0,1.0,2018.0,10.0,1977.0,,
620639104.0,2018,620639105.0,2018.0,14.0,0.0,1.0,2018.0,3.0,,,62.0
620645104.0,2018,620645105.0,2018.0,17.0,0.0,1.0,2018.0,4.0,1979.0,,
620647104.0,2018,620647105.0,2018.0,16.0,0.0,1.0,2018.0,,1976.0,,
620653104.0,2018,620653105.0,2018.0,13.0,0.0,1.0,2018.0,3.0,,,
620655104.0,2018,620655105.0,2018.0,13.0,0.0,1.0,2018.0,3.0,,,
620655104.0,2018,620655105.0,2018.0,13.0,0.0,1.0,2018.0,3.0,,,
620667102.0,2018,620667103.0,2018.0,16.0,1.0,1.0,2018.0,7.0,1977.0,,
410241432.0,2018,410241105.0,2018.0,14.0,0.0,1.0,2018.0,4.0,1976.0,,
410241432.0,2018,410241105.0,2018.0,14.0,0.0,1.0,2018.0,4.0,1976.0,,
620696102.0,2018,620696103.0,2018.0,17.0,1.0,1.0,,,,,
620699103.0,2018,620699104.0,2018.0,17.0,1.0,1.0,2018.0,5.0,1974.0,,
620702101.0,2018,620702104.0,2018.0,14.0,1.0,1.0,,,,,
620702101.0,2018,620702104.0,2018.0,14.0,1.0,1.0,,,,,
620724104.0,2018,620724105.0,2018.0,11.0,0.0,1.0,,,,,
620724104.0,2018,620724105.0,2018.0,11.0,0.0,1.0,,,,,
620737104.0,2018,620737105.0,2018.0,10.0,1.0,1.0,2018.0,3.0,1986.0,,
620737104.0,2018,620737105.0,2018.0,10.0,1.0,1.0,2018.0,3.0,1986.0,,
620741104.0,2018,620741106.0,2018.0,12.0,0.0,1.0,2018.0,,,,
620741104.0,2018,620741106.0,2018.0,12.0,0.0,1.0,2018.0,,,,
620742104.0,2018,620742105.0,2018.0,17.0,0.0,0.0,2018.0,0.0,1984.0,,
620747103.0,2018,620747104.0,2018.0,14.0,1.0,1.0,2018.0,3.0,,,
620747103.0,2018,620747104.0,2018.0,14.0,1.0,1.0,2018.0,3.0,,,
620749101.0,2018,620749103.0,2018.0,17.0,0.0,1.0,2018.0,3.0,1974.0,,
620752103.0,2018,620752104.0,2018.0,12.0,1.0,1.0,,,,,
620752103.0,2018,620752104.0,2018.0,12.0,1.0,1.0,,,,,
620756109.0,2018,620756106.0,2018.0,10.0,0.0,1.0,2018.0,,,,
620756109.0,2018,620756106.0,2018.0,10.0,0.0,1.0,2018.0,,,,
620757104.0,2018,620757106.0,2018.0,15.0,1.0,0.0,2018.0,,1973.0,,
620757104.0,2018,620757106.0,2018.0,15.0,1.0,0.0,2018.0,,1973.0,,
620758102.0,2018,620758105.0,2018.0,12.0,1.0,1.0,2018.0,,,,
620758102.0,2018,620758105.0,2018.0,12.0,1.0,1.0,2018.0,,,,
620765102.0,2018,620765103.0,2018.0,10.0,1.0,1.0,2018.0,4.0,1988.0,,
620765102.0,2018,620765103.0,2018.0,10.0,1.0,1.0,2018.0,4.0,1988.0,,
620766531.0,2018,620766104.0,2018.0,14.0,0.0,1.0,2018.0,,,,
620766531.0,2018,620766104.0,2018.0,14.0,0.0,1.0,2018.0,,,,
620771105.0,2018,620771106.0,2018.0,10.0,1.0,1.0,2018.0,4.0,1988.0,,
620771105.0,2018,620771106.0,2018.0,10.0,1.0,1.0,2018.0,4.0,1988.0,,
620773101.0,2018,620773103.0,2018.0,14.0,0.0,1.0,2018.0,7.0,1974.0,,
620773101.0,2018,620773103.0,2018.0,14.0,0.0,1.0,2018.0,7.0,1974.0,,
620780104.0,2018,620780105.0,2018.0,11.0,1.0,1.0,2018.0,3.0,,,
620780104.0,2018,620780105.0,2018.0,11.0,1.0,1.0,2018.0,3.0,,,
620781101.0,2018,620781103.0,2018.0,11.0,0.0,1.0,2018.0,,1972.0,,
620781101.0,2018,620781103.0,2018.0,11.0,0.0,1.0,2018.0,,1972.0,,
620791101.0,2018,620791103.0,2018.0,13.0,1.0,1.0,2018.0,6.0,1976.0,,
620791101.0,2018,620791103.0,2018.0,13.0,1.0,1.0,2018.0,6.0,1976.0,,
620793104.0,2018,620793105.0,2018.0,10.0,0.0,1.0,2018.0,,1971.0,,
620793104.0,2018,620793105.0,2018.0,10.0,0.0,1.0,2018.0,,1971.0,,
620794103.0,2018,620794105.0,2018.0,10.0,1.0,1.0,2018.0,7.0,1981.0,,
620794103.0,2018,620794105.0,2018.0,10.0,1.0,1.0,2018.0,7.0,1981.0,,
620795104.0,2018,620795105.0,2018.0,12.0,0.0,1.0,2018.0,5.0,1979.0,,
620795104.0,2018,620795105.0,2018.0,12.0,0.0,1.0,2018.0,5.0,1979.0,,
620801104.0,2018,620801105.0,2018.0,11.0,0.0,1.0,2018.0,,,,
620802101.0,2018,620802103.0,2018.0,16.0,1.0,1.0,2018.0,,1970.0,,
620817101.0,2018,620817103.0,2018.0,18.0,0.0,1.0,2018.0,,1971.0,,
620831101.0,2018,620831103.0,2018.0,18.0,1.0,1.0,,,,,
620837101.0,2018,620837104.0,2018.0,10.0,0.0,1.0,2018.0,3.0,1980.0,,
620837101.0,2018,620837104.0,2018.0,10.0,0.0,1.0,2018.0,3.0,1980.0,,
620842103.0,2018,620842105.0,2018.0,13.0,1.0,1.0,,,,,
620847105.0,2018,620847108.0,2018.0,12.0,0.0,1.0,2018.0,3.0,,,
620847105.0,2018,620847108.0,2018.0,12.0,0.0,1.0,2018.0,3.0,,,
620848101.0,2018,620848104.0,2018.0,19.0,1.0,1.0,2018.0,0.0,1975.0,,
620849104.0,2018,620849105.0,2018.0,18.0,0.0,1.0,2018.0,,,,
620852103.0,2018,620852104.0,2018.0,16.0,1.0,1.0,2018.0,0.0,1981.0,,
620852103.0,2018,620852104.0,2018.0,16.0,1.0,1.0,2018.0,0.0,1981.0,,
620872101.0,2018,620872105.0,2018.0,10.0,0.0,1.0,2018.0,4.0,1981.0,,
620872101.0,2018,620872105.0,2018.0,10.0,0.0,1.0,2018.0,4.0,1981.0,,
620878104.0,2018,620878105.0,2018.0,11.0,0.0,1.0,2018.0,4.0,1982.0,,
620878104.0,2018,620878105.0,2018.0,11.0,0.0,1.0,2018.0,4.0,1982.0,,
620879102.0,2018,620879103.0,2018.0,18.0,1.0,1.0,2018.0,5.0,1974.0,,
620888104.0,2018,620888105.0,2018.0,18.0,1.0,1.0,2018.0,5.0,1975.0,,
620901104.0,2018,620901105.0,2018.0,15.0,0.0,1.0,2018.0,3.0,1979.0,,
620901104.0,2018,620901105.0,2018.0,15.0,0.0,1.0,2018.0,3.0,1979.0,,
620913103.0,2018,620913104.0,2018.0,18.0,0.0,1.0,2018.0,3.0,1982.0,,
620916105.0,2018,620916106.0,2018.0,15.0,1.0,1.0,,,,,
620916105.0,2018,620916106.0,2018.0,15.0,1.0,1.0,,,,,
620924104.0,2018,620924105.0,2018.0,18.0,0.0,1.0,2018.0,,,,
620929103.0,2018,620929104.0,2018.0,16.0,1.0,1.0,2018.0,,1969.0,,
620932101.0,2018,620932103.0,2018.0,17.0,1.0,1.0,2018.0,0.0,1978.0,,
620940104.0,2018,620940105.0,2018.0,10.0,1.0,1.0,,,,,
620940104.0,2018,620940105.0,2018.0,10.0,1.0,1.0,,,,,
620941102.0,2018,620941104.0,2018.0,15.0,1.0,1.0,2018.0,10.0,,,
620941102.0,2018,620941104.0,2018.0,15.0,1.0,1.0,2018.0,10.0,,,
620945104.0,2018,620945105.0,2018.0,18.0,1.0,1.0,2018.0,3.0,,,
620958102.0,2018,620958103.0,2018.0,15.0,0.0,1.0,2018.0,3.0,1982.0,,
620958102.0,2018,620958103.0,2018.0,15.0,0.0,1.0,2018.0,3.0,1982.0,,
620962103.0,2018,620962104.0,2018.0,11.0,1.0,1.0,2018.0,3.0,,,
620962103.0,2018,620962104.0,2018.0,11.0,1.0,1.0,2018.0,3.0,,,
620965103.0,2018,620965104.0,2018.0,16.0,1.0,0.0,2018.0,,,,
620968101.0,2018,620968105.0,2018.0,17.0,1.0,1.0,2018.0,4.0,1976.0,,
620969103.0,2018,620969104.0,2018.0,17.0,0.0,1.0,2018.0,10.0,,,
620977102.0,2018,620977103.0,2018.0,18.0,1.0,1.0,,,,,
620983103.0,2018,620983104.0,2018.0,13.0,1.0,1.0,2018.0,4.0,1985.0,,
620983103.0,2018,620983104.0,2018.0,13.0,1.0,1.0,2018.0,4.0,1985.0,,
620990104.0,2018,620990105.0,2018.0,10.0,1.0,1.0,,,,,
620990104.0,2018,620990105.0,2018.0,10.0,1.0,1.0,,,,,
620997105.0,2018,620997106.0,2018.0,11.0,1.0,1.0,2018.0,,,,
621001101.0,2018,621001104.0,2018.0,12.0,0.0,1.0,2018.0,4.0,1985.0,,
621001101.0,2018,621001104.0,2018.0,12.0,0.0,1.0,2018.0,4.0,1985.0,,
621009104.0,2018,621009105.0,2018.0,17.0,1.0,0.0,,,,,
621011104.0,2018,621011105.0,2018.0,19.0,1.0,1.0,2018.0,0.0,1974.0,,
621016104.0,2018,621016105.0,2018.0,12.0,0.0,0.0,,,,,
621024104.0,2018,621024105.0,2018.0,13.0,1.0,1.0,2018.0,,1970.0,,
621024104.0,2018,621024105.0,2018.0,13.0,1.0,1.0,2018.0,,1970.0,,
621033103.0,2018,621033104.0,2018.0,18.0,0.0,1.0,2018.0,3.0,,,
621035101.0,2018,621035103.0,2018.0,16.0,1.0,1.0,2018.0,3.0,1971.0,,
621036102.0,2018,621036103.0,2018.0,14.0,1.0,1.0,2018.0,3.0,1975.0,,
621036102.0,2018,621036103.0,2018.0,14.0,1.0,1.0,2018.0,3.0,1975.0,,
621039102.0,2018,621039103.0,2018.0,10.0,1.0,0.0,2018.0,10.0,1978.0,,
621039102.0,2018,621039103.0,2018.0,10.0,1.0,0.0,2018.0,10.0,1978.0,,
621052104.0,2018,621052105.0,2018.0,14.0,0.0,1.0,2018.0,3.0,1983.0,,
621052104.0,2018,621052105.0,2018.0,14.0,0.0,1.0,2018.0,3.0,1983.0,,
621054101.0,2018,621054103.0,2018.0,16.0,1.0,1.0,2018.0,4.0,1975.0,,
621057102.0,2018,621057103.0,2018.0,18.0,1.0,0.0,2018.0,0.0,1979.0,,
621063101.0,2018,621063104.0,2018.0,17.0,1.0,1.0,2018.0,0.0,1979.0,,
621069104.0,2018,621069105.0,2018.0,12.0,0.0,1.0,2018.0,3.0,1986.0,,
621069104.0,2018,621069105.0,2018.0,12.0,0.0,1.0,2018.0,3.0,1986.0,,
621070104.0,2018,621070105.0,2018.0,10.0,1.0,1.0,,,,,
621070104.0,2018,621070105.0,2018.0,10.0,1.0,1.0,,,,,
621071104.0,2018,621071105.0,2018.0,19.0,1.0,1.0,2018.0,3.0,1975.0,,
621073104.0,2018,621073105.0,2018.0,15.0,1.0,1.0,2018.0,,,,
621080104.0,2018,621080105.0,2018.0,14.0,1.0,1.0,2018.0,4.0,1983.0,,
621080104.0,2018,621080105.0,2018.0,14.0,1.0,1.0,2018.0,4.0,1983.0,,
621089101.0,2018,621089103.0,2018.0,17.0,1.0,1.0,2018.0,0.0,1979.0,,
621090103.0,2018,621090104.0,2018.0,18.0,1.0,0.0,2018.0,,,,
621091102.0,2018,621091103.0,2018.0,18.0,1.0,1.0,2018.0,10.0,1983.0,,
621095103.0,2018,621095104.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1978.0,,
621095103.0,2018,621095104.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1978.0,,
621097101.0,2018,621097103.0,2018.0,19.0,1.0,0.0,2018.0,10.0,1972.0,,
621099102.0,2018,621099103.0,2018.0,18.0,1.0,0.0,2018.0,10.0,,,
621101102.0,2018,621101103.0,2018.0,19.0,1.0,0.0,2018.0,,,,
621103101.0,2018,621103103.0,2018.0,17.0,0.0,1.0,2018.0,10.0,1980.0,,
621112103.0,2018,621112104.0,2018.0,19.0,1.0,1.0,,,,,
621118106.0,2018,621118108.0,2018.0,11.0,1.0,1.0,2018.0,0.0,1985.0,,
621118106.0,2018,621118108.0,2018.0,11.0,1.0,1.0,2018.0,0.0,1985.0,,
621121102.0,2018,621121103.0,2018.0,17.0,0.0,1.0,,,,,
621122104.0,2018,621122105.0,2018.0,18.0,0.0,0.0,2018.0,10.0,1978.0,,
621124102.0,2018,621124105.0,2018.0,13.0,1.0,1.0,2018.0,10.0,,,
621124102.0,2018,621124105.0,2018.0,13.0,1.0,1.0,2018.0,10.0,,,
621127104.0,2018,621127105.0,2018.0,10.0,1.0,1.0,2018.0,,,,
621127104.0,2018,621127105.0,2018.0,10.0,1.0,1.0,2018.0,,,,
621132104.0,2018,621132105.0,2018.0,13.0,0.0,1.0,2018.0,,,,
621132104.0,2018,621132105.0,2018.0,13.0,0.0,1.0,2018.0,,,,
621135104.0,2018,621135105.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1985.0,,
621135104.0,2018,621135105.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1985.0,,
621138104.0,2018,621138105.0,2018.0,16.0,1.0,1.0,,,,,
621143103.0,2018,621143104.0,2018.0,11.0,1.0,1.0,2018.0,10.0,1985.0,,
621143103.0,2018,621143104.0,2018.0,11.0,1.0,1.0,2018.0,10.0,1985.0,,
621144101.0,2018,621144103.0,2018.0,17.0,1.0,1.0,2018.0,10.0,1982.0,,
410311107.0,2018,410311106.0,2018.0,11.0,0.0,1.0,2018.0,4.0,1983.0,,
410311107.0,2018,410311106.0,2018.0,11.0,0.0,1.0,2018.0,4.0,1983.0,,
621172101.0,2018,621172105.0,2018.0,12.0,1.0,1.0,2018.0,4.0,1983.0,,
621172101.0,2018,621172105.0,2018.0,12.0,1.0,1.0,2018.0,4.0,1983.0,,
621184102.0,2018,621184103.0,2018.0,13.0,1.0,1.0,2018.0,,1972.0,,
621184102.0,2018,621184103.0,2018.0,13.0,1.0,1.0,2018.0,,1972.0,,
621202102.0,2018,621202104.0,2018.0,14.0,1.0,1.0,2018.0,10.0,1978.0,,
621202102.0,2018,621202104.0,2018.0,14.0,1.0,1.0,2018.0,10.0,1978.0,,
621204102.0,2018,621204103.0,2018.0,17.0,0.0,1.0,2018.0,0.0,1970.0,,
621205101.0,2018,621205102.0,2018.0,11.0,1.0,1.0,2018.0,4.0,1979.0,,
621208102.0,2018,621208103.0,2018.0,14.0,1.0,1.0,2018.0,,,,
621208102.0,2018,621208103.0,2018.0,14.0,1.0,1.0,2018.0,,,,
621211104.0,2018,621211105.0,2018.0,15.0,1.0,1.0,2018.0,3.0,1985.0,,
621211104.0,2018,621211105.0,2018.0,15.0,1.0,1.0,2018.0,3.0,1985.0,,
621213108.0,2018,621213109.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1986.0,,
621213108.0,2018,621213109.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1986.0,,
621214101.0,2018,621214105.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1977.0,,
621214101.0,2018,621214105.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1977.0,,
621219102.0,2018,621219103.0,2018.0,18.0,1.0,1.0,2018.0,,,,
621223104.0,2018,621223105.0,2018.0,15.0,0.0,0.0,2018.0,10.0,,,
621223104.0,2018,621223105.0,2018.0,15.0,0.0,0.0,2018.0,10.0,,,
621226103.0,2018,621226104.0,2018.0,15.0,1.0,1.0,2018.0,10.0,,,
621226103.0,2018,621226104.0,2018.0,15.0,1.0,1.0,2018.0,10.0,,,
621228104.0,2018,621228105.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1989.0,,
621228104.0,2018,621228105.0,2018.0,14.0,0.0,1.0,2018.0,10.0,1989.0,,
621229104.0,2018,621229105.0,2018.0,13.0,0.0,1.0,2018.0,3.0,1980.0,,
621229104.0,2018,621229105.0,2018.0,13.0,0.0,1.0,2018.0,3.0,1980.0,,
621231104.0,2018,621231106.0,2018.0,13.0,1.0,1.0,2018.0,,,,
621237101.0,2018,621237103.0,2018.0,14.0,1.0,1.0,2018.0,3.0,1982.0,,
621237101.0,2018,621237103.0,2018.0,14.0,1.0,1.0,2018.0,3.0,1982.0,,
621241103.0,2018,621241104.0,2018.0,14.0,1.0,1.0,2018.0,4.0,,,
621241103.0,2018,621241104.0,2018.0,14.0,1.0,1.0,2018.0,4.0,,,
621253102.0,2018,621253103.0,2018.0,19.0,1.0,1.0,2018.0,0.0,1976.0,,
621260103.0,2018,621260105.0,2018.0,17.0,0.0,1.0,2018.0,0.0,,,
621262104.0,2018,621262106.0,2018.0,12.0,0.0,1.0,2018.0,,,,
621262104.0,2018,621262106.0,2018.0,12.0,0.0,1.0,2018.0,,,,
621266101.0,2018,621266105.0,2018.0,16.0,1.0,1.0,2018.0,3.0,,,
621278102.0,2018,621278103.0,2018.0,14.0,1.0,1.0,2018.0,,,,
621278102.0,2018,621278103.0,2018.0,14.0,1.0,1.0,2018.0,,,,
621279107.0,2018,621279108.0,2018.0,14.0,1.0,1.0,2018.0,3.0,1979.0,,
621279107.0,2018,621279108.0,2018.0,14.0,1.0,1.0,2018.0,3.0,1979.0,,
621283107.0,2018,621283105.0,2018.0,12.0,1.0,1.0,2018.0,3.0,1988.0,,
621283107.0,2018,621283105.0,2018.0,12.0,1.0,1.0,2018.0,3.0,1988.0,,
621288106.0,2018,621288105.0,2018.0,10.0,1.0,1.0,2018.0,,,,
621298101.0,2018,621298105.0,2018.0,11.0,1.0,1.0,2018.0,,,,
621298101.0,2018,621298105.0,2018.0,11.0,1.0,1.0,2018.0,,,,
621307104.0,2018,621307105.0,2018.0,13.0,0.0,1.0,2018.0,4.0,1977.0,,
621307104.0,2018,621307105.0,2018.0,13.0,0.0,1.0,2018.0,4.0,1977.0,,
621325102.0,2018,621325104.0,2018.0,17.0,0.0,1.0,2018.0,3.0,1973.0,,
621327582.0,2018,621327103.0,2018.0,19.0,0.0,1.0,2018.0,4.0,1979.0,,
621337104.0,2018,621337105.0,2018.0,14.0,1.0,1.0,2018.0,,,,
621342101.0,2018,621342105.0,2018.0,13.0,0.0,1.0,2018.0,4.0,1982.0,,
621342101.0,2018,621342105.0,2018.0,13.0,0.0,1.0,2018.0,4.0,1982.0,,
621346101.0,2018,621346104.0,2018.0,19.0,0.0,1.0,2018.0,4.0,1979.0,,
621359103.0,2018,621359104.0,2018.0,14.0,0.0,1.0,2018.0,4.0,1979.0,,
621387101.0,2018,621387104.0,2018.0,16.0,1.0,1.0,2018.0,,1973.0,,
621424102.0,2018,621424103.0,2018.0,16.0,1.0,1.0,2018.0,6.0,1974.0,,
621452101.0,2018,621452103.0,2018.0,12.0,0.0,1.0,2018.0,5.0,1978.0,,
621452101.0,2018,621452103.0,2018.0,12.0,0.0,0.0,2018.0,5.0,1978.0,,
621455103.0,2018,621455104.0,2018.0,11.0,1.0,1.0,2018.0,0.0,1985.0,,
621455103.0,2018,621455104.0,2018.0,11.0,1.0,1.0,2018.0,0.0,1985.0,,
621461104.0,2018,621461105.0,2018.0,16.0,1.0,1.0,2018.0,3.0,1981.0,,
621464102.0,2018,621464103.0,2018.0,16.0,0.0,1.0,,,,,
621473104.0,2018,621473105.0,2018.0,10.0,1.0,1.0,2018.0,0.0,1978.0,,
621473104.0,2018,621473105.0,2018.0,10.0,1.0,1.0,2018.0,0.0,1978.0,,
621477104.0,2018,621477105.0,2018.0,16.0,0.0,1.0,2018.0,0.0,1977.0,,
621480102.0,2018,621480103.0,2018.0,13.0,0.0,1.0,2018.0,10.0,1977.0,,
621480102.0,2018,621480103.0,2018.0,13.0,0.0,1.0,2018.0,10.0,1977.0,,
621482102.0,2018,621482103.0,2018.0,16.0,1.0,0.0,2018.0,,1969.0,,
621484101.0,2018,621484104.0,2018.0,14.0,0.0,1.0,2018.0,4.0,1982.0,,
621484101.0,2018,621484104.0,2018.0,14.0,0.0,1.0,2018.0,4.0,1982.0,,
621486106.0,2018,621486104.0,2018.0,17.0,0.0,1.0,2018.0,3.0,1988.0,,
621489101.0,2018,621489106.0,2018.0,15.0,0.0,1.0,2018.0,3.0,1985.0,,
621489101.0,2018,621489106.0,2018.0,15.0,0.0,1.0,2018.0,3.0,1985.0,,
621491104.0,2018,621491105.0,2018.0,18.0,0.0,1.0,,,,,
621495105.0,2018,621495102.0,2018.0,10.0,1.0,1.0,2018.0,3.0,,,
621495105.0,2018,621495102.0,2018.0,10.0,1.0,1.0,2018.0,3.0,,,
621499101.0,2018,621499103.0,2018.0,13.0,0.0,1.0,2018.0,0.0,1983.0,,
621499101.0,2018,621499103.0,2018.0,13.0,0.0,1.0,2018.0,0.0,1983.0,,
621501104.0,2018,621501103.0,2018.0,13.0,0.0,1.0,2018.0,10.0,1979.0,,
621501104.0,2018,621501103.0,2018.0,13.0,0.0,1.0,2018.0,10.0,1979.0,,
621508104.0,2018,621508105.0,2018.0,11.0,0.0,1.0,,,,,
621508104.0,2018,621508105.0,2018.0,11.0,0.0,1.0,,,,,
621510104.0,2018,621510105.0,2018.0,19.0,0.0,0.0,2018.0,10.0,,,
621518102.0,2018,621518103.0,2018.0,18.0,0.0,1.0,2018.0,10.0,1979.0,,
621521104.0,2018,621521106.0,2018.0,13.0,1.0,1.0,2018.0,10.0,,,
621521104.0,2018,621521106.0,2018.0,13.0,1.0,1.0,2018.0,10.0,,,
621522101.0,2018,621522105.0,2018.0,15.0,0.0,1.0,2018.0,10.0,1981.0,,
