mother_pid,wav,child_pid,child_birth_y,child_gender,child_age,child_enroll,child_math,child_eduy,child_wav,mother_birth_y,mother_gender,mother_age,mother_eth,mother_birth_prov,mother_enroll2,mother_eduy,mother_wav
370294102.0,2018,370294103.0,2006.0,0.0,12.0,1.0,3.0,5.0,2018.0,1983.0,0.0,35.0,,,0.0,6.0,2018.0
370298101.0,2018,370298103.0,2003.0,1.0,15.0,1.0,2.0,9.0,2018.0,1975.0,0.0,43.0,,,0.0,9.0,2018.0
370311102.0,2018,370311103.0,2003.0,0.0,15.0,1.0,3.0,9.0,2018.0,1977.0,0.0,41.0,,,0.0,9.0,2018.0
370326102.0,2018,370326103.0,2005.0,0.0,13.0,1.0,1.0,7.0,2018.0,1979.0,0.0,39.0,,,0.0,12.0,2018.0
370370102.0,2018,370370103.0,2004.0,1.0,14.0,1.0,3.0,8.0,2018.0,1980.0,0.0,38.0,,,0.0,9.0,2018.0
370410101.0,2018,370410105.0,2006.0,1.0,12.0,1.0,3.0,6.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
370417105.0,2018,370417106.0,2004.0,0.0,14.0,1.0,2.0,7.0,2018.0,,,,,,,,
370431102.0,2018,370431103.0,2005.0,1.0,13.0,1.0,1.0,6.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
370449102.0,2018,370449104.0,2003.0,0.0,15.0,1.0,2.0,9.0,2018.0,1968.0,0.0,50.0,,,,2.0,2018.0
370505101.0,2018,370505103.0,2003.0,0.0,15.0,1.0,4.0,9.0,2018.0,1979.0,0.0,39.0,,,0.0,9.0,2018.0
370508101.0,2018,370508103.0,2005.0,0.0,13.0,1.0,1.0,7.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
370509104.0,2018,370509105.0,2008.0,1.0,10.0,1.0,2.0,3.0,2018.0,1982.0,0.0,36.0,,,0.0,8.0,2018.0
370515102.0,2018,370515104.0,2007.0,0.0,11.0,1.0,3.0,4.0,2018.0,1976.0,0.0,42.0,,,0.0,6.0,2018.0
370529104.0,2018,370529105.0,2005.0,0.0,13.0,1.0,2.0,7.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
370535101.0,2018,370535103.0,2007.0,1.0,11.0,1.0,1.0,4.0,2018.0,1969.0,0.0,49.0,,,,6.0,2018.0
370546104.0,2018,370546105.0,2004.0,0.0,14.0,1.0,4.0,8.0,2018.0,1975.0,0.0,43.0,1.0,,0.0,,2018.0
370566102.0,2018,370566103.0,2005.0,1.0,13.0,1.0,1.0,7.0,2018.0,1978.0,0.0,40.0,,,0.0,12.0,2018.0
370571101.0,2018,370571102.0,2007.0,0.0,11.0,1.0,3.0,4.0,2018.0,1978.0,0.0,40.0,,,0.0,16.0,2018.0
370578101.0,2018,370578103.0,2003.0,1.0,15.0,1.0,3.0,10.0,2018.0,,,,,,,,
370587104.0,2018,370587105.0,2005.0,1.0,13.0,1.0,4.0,8.0,2018.0,1977.0,0.0,41.0,,,0.0,16.0,2018.0
370593102.0,2018,370593103.0,2003.0,0.0,15.0,1.0,4.0,7.0,2018.0,,,,,,,,
370598101.0,2018,370598105.0,2005.0,1.0,13.0,1.0,4.0,7.0,2018.0,1983.0,0.0,35.0,,,0.0,6.0,2018.0
370651102.0,2018,370651103.0,2004.0,1.0,14.0,1.0,2.0,8.0,2018.0,1976.0,0.0,42.0,,,0.0,15.0,2018.0
370669102.0,2018,370669103.0,2005.0,0.0,13.0,1.0,1.0,7.0,2018.0,,0.0,40.0,,,0.0,12.0,2018.0
370696104.0,2018,370696105.0,2005.0,1.0,13.0,1.0,2.0,7.0,2018.0,,0.0,41.0,,,0.0,,2018.0
370701101.0,2018,370701103.0,2005.0,1.0,13.0,0.0,,6.0,2018.0,1974.0,0.0,44.0,,,0.0,6.0,2018.0
370739101.0,2018,370739103.0,2007.0,1.0,11.0,1.0,2.0,5.0,2018.0,,,,,,,,
370760431.0,2018,370760433.0,2006.0,1.0,12.0,1.0,1.0,5.0,2018.0,1980.0,0.0,38.0,,,0.0,16.0,2018.0
370762103.0,2018,370762106.0,2003.0,0.0,15.0,1.0,3.0,9.0,2018.0,1976.0,0.0,42.0,,,0.0,9.0,2018.0
139466431.0,2018,370793103.0,2006.0,1.0,12.0,1.0,2.0,5.0,2018.0,1978.0,0.0,40.0,,,0.0,15.0,2018.0
621331108.0,2018,621331106.0,2003.0,1.0,15.0,1.0,3.0,9.0,2018.0,,0.0,35.0,,,0.0,9.0,2018.0
211477101.0,2018,211477103.0,2004.0,1.0,14.0,1.0,3.0,8.0,2018.0,1981.0,0.0,37.0,,,0.0,9.0,2018.0
210745104.0,2018,210745105.0,2006.0,0.0,12.0,1.0,3.0,6.0,2018.0,,0.0,32.0,,,0.0,9.0,2018.0
210428101.0,2018,210428104.0,2006.0,1.0,12.0,1.0,2.0,6.0,2018.0,,,,,,,,
320229105.0,2018,403235401.0,2007.0,1.0,11.0,1.0,1.0,5.0,2018.0,,0.0,35.0,,,0.0,9.0,2018.0
408621432.0,2018,210147103.0,2005.0,0.0,13.0,1.0,4.0,6.0,2018.0,1981.0,0.0,37.0,,,0.0,6.0,2018.0
410055101.0,2018,410055103.0,2005.0,0.0,13.0,1.0,1.0,6.0,2018.0,1979.0,0.0,39.0,,,0.0,9.0,2018.0
410062102.0,2018,410062103.0,2008.0,0.0,10.0,1.0,3.0,5.0,2018.0,1978.0,0.0,40.0,,,0.0,12.0,2018.0
410071102.0,2018,410071103.0,2005.0,1.0,13.0,1.0,1.0,8.0,2018.0,1976.0,0.0,42.0,,,0.0,15.0,2018.0
410146104.0,2018,410146105.0,2004.0,1.0,14.0,1.0,2.0,8.0,2018.0,,0.0,39.0,,,0.0,9.0,2018.0
410152102.0,2018,410152103.0,2006.0,1.0,12.0,0.0,,0.0,2018.0,1984.0,0.0,34.0,,,0.0,7.0,2018.0
410155104.0,2018,410155105.0,2006.0,0.0,12.0,1.0,2.0,7.0,2018.0,,0.0,33.0,,,0.0,9.0,2018.0
410162104.0,2018,410162105.0,2005.0,1.0,13.0,1.0,4.0,6.0,2018.0,1983.0,0.0,35.0,,,0.0,9.0,2018.0
410174101.0,2018,410174103.0,2005.0,1.0,13.0,1.0,3.0,8.0,2018.0,1984.0,0.0,34.0,,,0.0,9.0,2018.0
410175105.0,2018,410175106.0,2007.0,0.0,11.0,1.0,3.0,4.0,2018.0,1983.0,0.0,35.0,,,0.0,9.0,2018.0
410185101.0,2018,410185103.0,2006.0,1.0,12.0,1.0,3.0,6.0,2018.0,1968.0,0.0,50.0,,,,0.0,2018.0
410187104.0,2018,410187105.0,2003.0,0.0,15.0,1.0,4.0,8.0,2018.0,1979.0,0.0,39.0,,,0.0,9.0,2018.0
410189101.0,2018,410189104.0,2006.0,0.0,12.0,1.0,3.0,5.0,2018.0,1973.0,0.0,45.0,,,,0.0,2018.0
410195105.0,2018,410195104.0,2007.0,1.0,11.0,1.0,2.0,4.0,2018.0,1984.0,0.0,34.0,,,0.0,9.0,2018.0
410202102.0,2018,410202103.0,2004.0,1.0,14.0,1.0,2.0,8.0,2018.0,1966.0,0.0,52.0,,,,9.0,2018.0
410204105.0,2018,410204106.0,2005.0,1.0,13.0,1.0,1.0,5.0,2018.0,,0.0,36.0,,,0.0,9.0,2018.0
410205104.0,2018,410205105.0,2008.0,1.0,10.0,1.0,1.0,3.0,2018.0,1987.0,0.0,31.0,,,0.0,12.0,2018.0
410212105.0,2018,410212106.0,2007.0,0.0,11.0,1.0,2.0,4.0,2018.0,,,,,,,,
410214101.0,2018,410214103.0,2007.0,0.0,11.0,1.0,3.0,5.0,2018.0,1986.0,0.0,32.0,,,0.0,6.0,2018.0
410216104.0,2018,410216105.0,2004.0,1.0,14.0,1.0,2.0,7.0,2018.0,1983.0,0.0,35.0,,,0.0,6.0,2018.0
410222102.0,2018,410222103.0,2003.0,1.0,15.0,1.0,4.0,8.0,2018.0,1974.0,0.0,44.0,,,0.0,9.0,2018.0
410223104.0,2018,410223105.0,2008.0,1.0,10.0,1.0,2.0,2.0,2018.0,1991.0,0.0,27.0,,,0.0,6.0,2018.0
410224105.0,2018,410224106.0,2008.0,0.0,10.0,1.0,1.0,4.0,2018.0,,0.0,29.0,,,0.0,9.0,2018.0
410226104.0,2018,410226105.0,2007.0,0.0,11.0,1.0,1.0,4.0,2018.0,,0.0,33.0,,,0.0,15.0,2018.0
410312105.0,2018,410312104.0,2007.0,0.0,11.0,1.0,1.0,5.0,2018.0,1984.0,0.0,34.0,,,0.0,9.0,2018.0
410328102.0,2018,410328103.0,2007.0,1.0,11.0,1.0,1.0,4.0,2018.0,,0.0,46.0,,,,9.0,2018.0
410370104.0,2018,410370105.0,2004.0,0.0,14.0,1.0,2.0,7.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
410375104.0,2018,410375105.0,2002.0,1.0,16.0,1.0,4.0,10.0,2018.0,1978.0,0.0,40.0,,,0.0,9.0,2018.0
410398102.0,2018,410398103.0,2004.0,0.0,14.0,1.0,3.0,7.0,2018.0,1980.0,0.0,38.0,,,0.0,6.0,2018.0
410407101.0,2018,410407106.0,2007.0,0.0,11.0,1.0,1.0,4.0,2018.0,1984.0,0.0,34.0,,,0.0,9.0,2018.0
410409103.0,2018,410409105.0,2007.0,0.0,11.0,1.0,1.0,4.0,2018.0,1987.0,0.0,31.0,,,0.0,9.0,2018.0
410417102.0,2018,410417103.0,2003.0,0.0,15.0,1.0,1.0,9.0,2018.0,1977.0,0.0,41.0,,,0.0,9.0,2018.0
410419101.0,2018,410419103.0,2007.0,1.0,11.0,1.0,3.0,5.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
410424102.0,2018,410424103.0,2008.0,0.0,10.0,1.0,3.0,4.0,2018.0,1987.0,0.0,31.0,,,0.0,9.0,2018.0
410434102.0,2018,410434103.0,2006.0,1.0,12.0,1.0,4.0,6.0,2018.0,,0.0,37.0,,,0.0,9.0,2018.0
410451101.0,2018,410451103.0,2005.0,1.0,13.0,1.0,1.0,8.0,2018.0,1981.0,0.0,37.0,,,0.0,15.0,2018.0
410456532.0,2018,410456104.0,2003.0,1.0,15.0,1.0,1.0,8.0,2018.0,1983.0,0.0,35.0,,,0.0,8.0,2018.0
410470101.0,2018,410470103.0,2003.0,1.0,15.0,0.0,,6.0,2018.0,1981.0,0.0,37.0,,,0.0,8.0,2018.0
410473101.0,2018,410473106.0,2006.0,1.0,12.0,1.0,3.0,5.0,2018.0,1986.0,0.0,32.0,,,0.0,9.0,2018.0
410474102.0,2018,410474103.0,2004.0,1.0,14.0,1.0,2.0,7.0,2018.0,,,,,,,,
410475104.0,2018,410475105.0,2003.0,1.0,15.0,1.0,4.0,8.0,2018.0,,,,,,,,
410475551.0,2018,410475105.0,2003.0,1.0,15.0,1.0,4.0,8.0,2018.0,1986.0,0.0,32.0,,,0.0,16.0,2018.0
410482101.0,2018,410482103.0,2004.0,1.0,14.0,1.0,2.0,9.0,2018.0,1978.0,0.0,40.0,,,0.0,9.0,2018.0
410507101.0,2018,410507103.0,2007.0,1.0,11.0,1.0,1.0,5.0,2018.0,1982.0,0.0,36.0,,,0.0,12.0,2018.0
410514104.0,2018,410514105.0,2003.0,0.0,15.0,1.0,3.0,8.0,2018.0,1983.0,0.0,35.0,,,0.0,9.0,2018.0
410541104.0,2018,410541106.0,2005.0,0.0,13.0,1.0,3.0,7.0,2018.0,1977.0,0.0,41.0,,,0.0,6.0,2018.0
410543104.0,2018,410543106.0,2003.0,1.0,15.0,1.0,1.0,9.0,2018.0,1969.0,0.0,49.0,,,,9.0,2018.0
410548102.0,2018,410548103.0,2007.0,1.0,11.0,1.0,2.0,5.0,2018.0,1978.0,0.0,40.0,,,0.0,9.0,2018.0
410550102.0,2018,410550103.0,2003.0,0.0,15.0,1.0,3.0,10.0,2018.0,1981.0,0.0,37.0,,,0.0,9.0,2018.0
410554104.0,2018,410554105.0,2006.0,1.0,12.0,1.0,3.0,5.0,2018.0,1977.0,0.0,41.0,,,0.0,9.0,2018.0
410558102.0,2018,410558103.0,2004.0,1.0,14.0,1.0,3.0,7.0,2018.0,,0.0,41.0,,,0.0,0.0,2018.0
410570102.0,2018,410570105.0,2007.0,1.0,11.0,1.0,2.0,5.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
410574105.0,2018,410574106.0,2007.0,1.0,11.0,1.0,4.0,5.0,2018.0,1981.0,0.0,37.0,,,0.0,9.0,2018.0
410577104.0,2018,410577105.0,2008.0,1.0,10.0,1.0,2.0,3.0,2018.0,1986.0,0.0,32.0,,,0.0,9.0,2018.0
410582104.0,2018,410582106.0,2007.0,0.0,11.0,0.0,,0.0,2018.0,1989.0,0.0,29.0,,,0.0,0.0,2018.0
410630101.0,2018,410630103.0,2008.0,1.0,10.0,1.0,1.0,3.0,2018.0,,,,,,,,
410656107.0,2018,410656110.0,2006.0,0.0,12.0,1.0,3.0,5.0,2018.0,1980.0,0.0,38.0,,,0.0,12.0,2018.0
410678102.0,2018,410678104.0,2005.0,1.0,13.0,1.0,4.0,7.0,2018.0,,0.0,43.0,,,0.0,2.0,2018.0
410689106.0,2018,410689107.0,2007.0,1.0,11.0,1.0,1.0,4.0,2018.0,1985.0,0.0,33.0,,,0.0,8.0,2018.0
410694104.0,2018,410694106.0,2008.0,0.0,10.0,0.0,1.0,4.0,2018.0,,0.0,35.0,,,0.0,12.0,2018.0
410721104.0,2018,410721107.0,2005.0,0.0,13.0,1.0,4.0,6.0,2018.0,,0.0,35.0,,,0.0,9.0,2018.0
410723107.0,2018,410723105.0,2006.0,1.0,12.0,1.0,4.0,3.0,2018.0,,,,,,,,
410731104.0,2018,410731105.0,2006.0,1.0,12.0,0.0,3.0,5.0,2018.0,,0.0,35.0,1.0,,0.0,,2018.0
410733106.0,2018,410733107.0,2007.0,0.0,11.0,1.0,2.0,5.0,2018.0,,,,,,,,
410733105.0,2018,410733108.0,2003.0,1.0,15.0,1.0,3.0,7.0,2018.0,,,,,,,,
410755104.0,2018,410755105.0,2005.0,1.0,13.0,1.0,3.0,7.0,2018.0,1981.0,0.0,37.0,,,0.0,15.0,2018.0
410757101.0,2018,410757104.0,2006.0,0.0,12.0,1.0,3.0,5.0,2018.0,1969.0,0.0,49.0,,,,6.0,2018.0
410760104.0,2018,410760106.0,2008.0,1.0,10.0,1.0,3.0,4.0,2018.0,1976.0,0.0,42.0,,,0.0,9.0,2018.0
410762102.0,2018,410762104.0,2003.0,0.0,15.0,1.0,3.0,9.0,2018.0,1972.0,0.0,46.0,,,,6.0,2018.0
410767102.0,2018,410767104.0,2003.0,1.0,15.0,1.0,1.0,9.0,2018.0,1963.0,0.0,55.0,,,,9.0,2018.0
410773104.0,2018,410773105.0,2005.0,1.0,13.0,1.0,3.0,7.0,2018.0,1984.0,0.0,34.0,,,0.0,9.0,2018.0
410779104.0,2018,410779105.0,2003.0,0.0,15.0,1.0,1.0,9.0,2018.0,,0.0,40.0,,,0.0,0.0,2018.0
410792105.0,2018,410792106.0,2005.0,0.0,13.0,1.0,2.0,7.0,2018.0,,0.0,39.0,1.0,,0.0,9.0,2018.0
410805102.0,2018,410805103.0,2003.0,0.0,15.0,0.0,,6.0,2018.0,,,,,,,,
410829104.0,2018,410829105.0,2008.0,0.0,10.0,1.0,3.0,4.0,2018.0,1988.0,0.0,30.0,,,0.0,9.0,2018.0
410830110.0,2018,410830114.0,2008.0,1.0,10.0,1.0,4.0,3.0,2018.0,1987.0,0.0,31.0,,,0.0,6.0,2018.0
410830108.0,2018,410830111.0,2004.0,0.0,14.0,1.0,3.0,9.0,2018.0,1980.0,0.0,38.0,,,0.0,9.0,2018.0
410832105.0,2018,410832106.0,2007.0,0.0,11.0,1.0,3.0,4.0,2018.0,1984.0,0.0,34.0,,,0.0,9.0,2018.0
410843101.0,2018,410843104.0,2004.0,1.0,14.0,1.0,2.0,8.0,2018.0,1979.0,0.0,39.0,,,0.0,6.0,2018.0
410844101.0,2018,410844104.0,2005.0,1.0,13.0,1.0,1.0,6.0,2018.0,1979.0,0.0,39.0,,,0.0,15.0,2018.0
410852101.0,2018,410852103.0,2006.0,0.0,12.0,1.0,3.0,6.0,2018.0,1985.0,0.0,33.0,,,0.0,6.0,2018.0
410865104.0,2018,410865106.0,2008.0,1.0,10.0,1.0,1.0,4.0,2018.0,1988.0,0.0,30.0,,,0.0,9.0,2018.0
410869102.0,2018,410869103.0,2007.0,1.0,11.0,1.0,4.0,4.0,2018.0,1984.0,0.0,34.0,,,0.0,9.0,2018.0
410880104.0,2018,410880105.0,2007.0,0.0,11.0,1.0,3.0,5.0,2018.0,,,,,,,,
410900107.0,2018,410900108.0,2008.0,1.0,10.0,1.0,3.0,4.0,2018.0,,0.0,31.0,,,0.0,9.0,2018.0
410909104.0,2018,410909105.0,2003.0,1.0,15.0,1.0,3.0,3.0,2018.0,1979.0,0.0,39.0,,,0.0,0.0,2018.0
410921102.0,2018,410921103.0,2006.0,0.0,12.0,1.0,1.0,5.0,2018.0,1983.0,0.0,35.0,,,0.0,0.0,2018.0
410949102.0,2018,410949104.0,2003.0,0.0,15.0,1.0,3.0,9.0,2018.0,1978.0,0.0,40.0,,,0.0,0.0,2018.0
410950431.0,2018,410950107.0,2006.0,0.0,12.0,1.0,1.0,5.0,2018.0,,0.0,39.0,,,0.0,9.0,2018.0
410956531.0,2018,410956108.0,2008.0,1.0,10.0,1.0,1.0,3.0,2018.0,,0.0,36.0,,,0.0,9.0,2018.0
410986102.0,2018,410986103.0,2003.0,1.0,15.0,1.0,3.0,8.0,2018.0,1977.0,0.0,41.0,,,0.0,6.0,2018.0
410998104.0,2018,410998106.0,2007.0,0.0,11.0,1.0,1.0,2.0,2018.0,,0.0,33.0,,,0.0,4.0,2018.0
411001107.0,2018,411001108.0,2008.0,0.0,10.0,1.0,2.0,3.0,2018.0,,,,,,,,
411014104.0,2018,411014105.0,2008.0,1.0,10.0,1.0,1.0,4.0,2018.0,,,,,,,,
411038106.0,2018,411038108.0,2008.0,1.0,10.0,1.0,1.0,4.0,2018.0,1986.0,0.0,32.0,,,0.0,9.0,2018.0
411058104.0,2018,411058105.0,2006.0,1.0,12.0,1.0,4.0,5.0,2018.0,1980.0,0.0,38.0,,,0.0,6.0,2018.0
411070104.0,2018,411070106.0,2007.0,1.0,11.0,1.0,2.0,5.0,2018.0,1984.0,0.0,34.0,,,0.0,12.0,2018.0
411081104.0,2018,411081105.0,2008.0,0.0,10.0,1.0,2.0,4.0,2018.0,1985.0,0.0,33.0,,,0.0,12.0,2018.0
411088103.0,2018,411088104.0,2007.0,1.0,11.0,1.0,2.0,5.0,2018.0,1968.0,0.0,50.0,,,,9.0,2018.0
411090103.0,2018,411090104.0,2005.0,1.0,13.0,1.0,4.0,7.0,2018.0,1981.0,0.0,37.0,,,0.0,12.0,2018.0
411102103.0,2018,411102104.0,2004.0,0.0,14.0,1.0,1.0,8.0,2018.0,1976.0,0.0,42.0,,,0.0,12.0,2018.0
411105104.0,2018,411105106.0,2004.0,1.0,14.0,1.0,4.0,8.0,2018.0,1978.0,0.0,40.0,,,0.0,9.0,2018.0
411105103.0,2018,411105431.0,2005.0,1.0,13.0,1.0,3.0,7.0,2018.0,,0.0,42.0,,,0.0,12.0,2018.0
411107101.0,2018,411107103.0,2003.0,1.0,15.0,1.0,2.0,10.0,2018.0,1976.0,0.0,42.0,,,0.0,15.0,2018.0
411110105.0,2018,411110106.0,2007.0,1.0,11.0,1.0,4.0,5.0,2018.0,1988.0,0.0,30.0,,,0.0,12.0,2018.0
411118104.0,2018,411118107.0,2005.0,1.0,13.0,1.0,4.0,7.0,2018.0,,0.0,39.0,,,0.0,6.0,2018.0
411131531.0,2018,411131103.0,2007.0,1.0,11.0,1.0,1.0,4.0,2018.0,,,,,,,,
411137431.0,2018,411137104.0,2003.0,0.0,15.0,1.0,1.0,10.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
411142431.0,2018,411142103.0,2008.0,1.0,10.0,1.0,1.0,3.0,2018.0,,0.0,31.0,,,0.0,6.0,2018.0
411152102.0,2018,411152104.0,2006.0,1.0,12.0,0.0,,0.0,2018.0,,0.0,42.0,,,0.0,0.0,2018.0
411168101.0,2018,411168105.0,2006.0,0.0,12.0,1.0,3.0,5.0,2018.0,1974.0,0.0,44.0,,,0.0,6.0,2018.0
411169104.0,2018,411169105.0,2004.0,0.0,14.0,1.0,4.0,6.0,2018.0,1980.0,0.0,38.0,,,0.0,6.0,2018.0
411175106.0,2018,411175107.0,2008.0,1.0,10.0,1.0,3.0,3.0,2018.0,1986.0,0.0,32.0,,,0.0,6.0,2018.0
411186104.0,2018,411186501.0,2008.0,1.0,10.0,0.0,1.0,4.0,2018.0,1983.0,0.0,35.0,,36.0,0.0,15.0,2018.0
411186106.0,2018,411186107.0,2008.0,0.0,10.0,1.0,3.0,3.0,2018.0,1987.0,0.0,31.0,,,0.0,7.0,2018.0
411197533.0,2018,411197104.0,2008.0,0.0,10.0,1.0,3.0,4.0,2018.0,,0.0,31.0,,,0.0,,2018.0
411208104.0,2018,411208105.0,2008.0,0.0,10.0,1.0,1.0,5.0,2018.0,1987.0,0.0,31.0,,,0.0,12.0,2018.0
411227101.0,2018,411227104.0,2006.0,1.0,12.0,1.0,3.0,8.0,2018.0,1982.0,0.0,36.0,,,0.0,9.0,2018.0
411256104.0,2018,411256102.0,2006.0,0.0,12.0,1.0,2.0,6.0,2018.0,,,,,,,,
411256502.0,2018,411256102.0,2006.0,0.0,12.0,1.0,2.0,6.0,2018.0,1980.0,0.0,38.0,,,0.0,15.0,2018.0
411270101.0,2018,411270103.0,2008.0,0.0,10.0,1.0,1.0,4.0,2018.0,1981.0,0.0,37.0,,,0.0,15.0,2018.0
411292105.0,2018,411292106.0,2004.0,1.0,14.0,1.0,4.0,8.0,2018.0,1980.0,0.0,38.0,,,0.0,12.0,2018.0
411295101.0,2018,411295103.0,2007.0,1.0,11.0,1.0,1.0,4.0,2018.0,1983.0,0.0,35.0,,,0.0,15.0,2018.0
411305103.0,2018,411305105.0,2008.0,1.0,10.0,1.0,1.0,4.0,2018.0,1974.0,0.0,44.0,,,0.0,9.0,2018.0
411313101.0,2018,411313104.0,2006.0,1.0,12.0,1.0,4.0,7.0,2018.0,1967.0,0.0,51.0,,,,9.0,2018.0
411327101.0,2018,411327104.0,2008.0,0.0,10.0,1.0,1.0,3.0,2018.0,1983.0,0.0,35.0,,,0.0,9.0,2018.0
411328532.0,2018,411328103.0,2005.0,0.0,13.0,1.0,4.0,7.0,2018.0,1981.0,0.0,37.0,,,0.0,9.0,2018.0
411329104.0,2018,411329106.0,2008.0,1.0,10.0,1.0,1.0,4.0,2018.0,,0.0,37.0,1.0,,0.0,,2018.0
411330101.0,2018,411330103.0,2008.0,1.0,10.0,1.0,2.0,3.0,2018.0,1965.0,0.0,53.0,,,,9.0,2018.0
411335104.0,2018,411335105.0,2006.0,0.0,12.0,1.0,2.0,5.0,2018.0,1986.0,0.0,32.0,,,0.0,12.0,2018.0
411348104.0,2018,411348105.0,2004.0,1.0,14.0,1.0,2.0,8.0,2018.0,,,,,,,,
411412104.0,2018,411412105.0,2006.0,1.0,12.0,1.0,3.0,5.0,2018.0,1987.0,0.0,31.0,,,0.0,6.0,2018.0
411422103.0,2018,411422104.0,2003.0,0.0,15.0,1.0,3.0,7.0,2018.0,,,,,,,,
411436104.0,2018,411436105.0,2008.0,0.0,10.0,1.0,1.0,4.0,2018.0,1985.0,0.0,33.0,,,0.0,6.0,2018.0
411446104.0,2018,411446105.0,2004.0,1.0,14.0,1.0,4.0,8.0,2018.0,1972.0,0.0,46.0,,,,15.0,2018.0
411450104.0,2018,411450105.0,2004.0,0.0,14.0,1.0,4.0,7.0,2018.0,,,,,,,,
411461104.0,2018,411461105.0,2008.0,0.0,10.0,1.0,2.0,5.0,2018.0,,,,,,,,
411472104.0,2018,411472105.0,2005.0,0.0,13.0,1.0,1.0,6.0,2018.0,1981.0,0.0,37.0,,,0.0,9.0,2018.0
411476103.0,2018,411476104.0,2005.0,1.0,13.0,1.0,2.0,7.0,2018.0,1975.0,0.0,43.0,,,0.0,9.0,2018.0
411490103.0,2018,411490105.0,2006.0,1.0,12.0,1.0,3.0,6.0,2018.0,,,,,,,,
411495102.0,2018,411495103.0,2005.0,1.0,13.0,1.0,4.0,6.0,2018.0,1980.0,0.0,38.0,,,0.0,9.0,2018.0
411523104.0,2018,411523105.0,2006.0,1.0,12.0,1.0,3.0,6.0,2018.0,,0.0,35.0,,,0.0,6.0,2018.0
411552101.0,2018,411552103.0,2004.0,0.0,14.0,1.0,3.0,7.0,2018.0,1966.0,0.0,52.0,,,,4.0,2018.0
411574102.0,2018,411574103.0,2003.0,1.0,15.0,1.0,2.0,9.0,2018.0,1973.0,0.0,45.0,,,,0.0,2018.0
411581103.0,2018,411581104.0,2007.0,1.0,11.0,1.0,1.0,3.0,2018.0,,,,,,,,
411583104.0,2018,411583105.0,2006.0,1.0,12.0,1.0,3.0,6.0,2018.0,,0.0,39.0,,,0.0,6.0,2018.0
411606206.0,2018,411606104.0,2003.0,0.0,15.0,1.0,1.0,9.0,2018.0,,,,,,,,
411608101.0,2018,411608103.0,2006.0,1.0,12.0,1.0,3.0,6.0,2018.0,,,,,,,,
411609101.0,2018,411609103.0,2003.0,0.0,15.0,0.0,2.0,9.0,2018.0,1979.0,0.0,39.0,,,0.0,9.0,2018.0
411617101.0,2018,411617104.0,2002.0,1.0,16.0,1.0,4.0,11.0,2018.0,1976.0,0.0,42.0,,,0.0,16.0,2018.0
411627101.0,2018,411627102.0,2003.0,0.0,15.0,1.0,3.0,8.0,2018.0,1970.0,0.0,48.0,,,,9.0,2018.0
411650102.0,2018,411650103.0,2006.0,0.0,12.0,1.0,3.0,6.0,2018.0,1978.0,0.0,40.0,,,0.0,6.0,2018.0
411662104.0,2018,411662107.0,2007.0,0.0,11.0,1.0,1.0,5.0,2018.0,1981.0,0.0,37.0,,,0.0,12.0,2018.0
411662103.0,2018,411662108.0,2006.0,1.0,12.0,1.0,1.0,6.0,2018.0,1979.0,0.0,39.0,,,0.0,12.0,2018.0
411665104.0,2018,411665105.0,2004.0,0.0,14.0,1.0,4.0,7.0,2018.0,1980.0,0.0,38.0,,,0.0,9.0,2018.0
411666102.0,2018,411666103.0,2003.0,0.0,15.0,1.0,2.0,8.0,2018.0,1974.0,0.0,44.0,,,0.0,7.0,2018.0
411669104.0,2018,411669105.0,2008.0,1.0,10.0,1.0,3.0,4.0,2018.0,1984.0,0.0,34.0,,,0.0,15.0,2018.0
411675102.0,2018,411675103.0,2007.0,1.0,11.0,1.0,3.0,4.0,2018.0,1972.0,0.0,46.0,,,,6.0,2018.0
411684103.0,2018,411684104.0,2008.0,1.0,10.0,0.0,1.0,4.0,2018.0,1981.0,0.0,37.0,,,0.0,12.0,2018.0
411698582.0,2018,411698103.0,2003.0,1.0,15.0,1.0,2.0,10.0,2018.0,,,,,,,,
411699102.0,2018,411699103.0,2006.0,0.0,12.0,1.0,2.0,6.0,2018.0,1981.0,0.0,37.0,,,0.0,13.0,2018.0
411709102.0,2018,411709103.0,2007.0,1.0,11.0,1.0,3.0,6.0,2018.0,1974.0,0.0,44.0,,,0.0,16.0,2018.0
411712103.0,2018,411712104.0,2003.0,1.0,15.0,1.0,3.0,9.0,2018.0,,,,,,,,
411727101.0,2018,411727103.0,2005.0,0.0,13.0,1.0,4.0,7.0,2018.0,1981.0,0.0,37.0,,,0.0,14.0,2018.0
411737101.0,2018,411737104.0,2005.0,0.0,13.0,1.0,4.0,6.0,2018.0,1970.0,0.0,48.0,,,,,2018.0
