mother_pid,wav,child_pid,child_birth_y,child_age,child_gender,child_enroll,child_math,child_enroll2,child_eduy,child_wav,mother_birth_y,mother_age,mother_gender,mother_eth,mother_enroll2,mother_eduy,mother_birth_prov,mother_wav
360160106.0,2014,360160109.0,1999.0,15.0,0.0,1.0,2.0,,10.0,2014.0,1979.0,35.0,0.0,1.0,0.0,9.0,,2014.0
370115104.0,2014,370115107.0,2004.0,10.0,1.0,1.0,1.0,1.0,3.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
110011101.0,2014,110011103.0,1999.0,15.0,0.0,1.0,4.0,1.0,8.0,2014.0,1973.0,41.0,0.0,,0.0,6.0,,2014.0
110020105.0,2014,110020107.0,2001.0,13.0,0.0,1.0,3.0,1.0,7.0,2014.0,1970.0,44.0,0.0,,0.0,15.0,,2014.0
110022101.0,2014,110022103.0,2001.0,13.0,0.0,1.0,2.0,1.0,5.0,2014.0,1978.0,36.0,0.0,,0.0,15.0,,2014.0
110041101.0,2014,110041103.0,2001.0,13.0,1.0,1.0,1.0,1.0,7.0,2014.0,1968.0,46.0,0.0,,,12.0,,2014.0
110047102.0,2014,110047103.0,2003.0,11.0,1.0,1.0,1.0,1.0,6.0,2014.0,1977.0,37.0,0.0,,0.0,12.0,,2014.0
110078104.0,2014,110078105.0,1999.0,15.0,1.0,1.0,2.0,1.0,9.0,2014.0,1974.0,40.0,0.0,,0.0,12.0,,2014.0
110079102.0,2014,110079103.0,2000.0,14.0,0.0,1.0,3.0,1.0,9.0,2014.0,1973.0,41.0,0.0,,0.0,12.0,,2014.0
110092104.0,2014,110092105.0,2002.0,12.0,1.0,1.0,1.0,1.0,6.0,2014.0,1963.0,51.0,0.0,,,12.0,,2014.0
110099102.0,2014,110099103.0,2004.0,10.0,1.0,1.0,1.0,,5.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
110165101.0,2014,110165103.0,1999.0,15.0,0.0,1.0,1.0,1.0,9.0,2014.0,1972.0,42.0,0.0,,0.0,12.0,,2014.0
411216104.0,2014,411216105.0,2000.0,14.0,1.0,1.0,2.0,,8.0,2014.0,1975.0,39.0,0.0,,0.0,9.0,,2014.0
430209101.0,2014,430209103.0,2002.0,12.0,0.0,1.0,1.0,1.0,7.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
430326104.0,2014,430326105.0,1999.0,15.0,0.0,1.0,4.0,,8.0,2014.0,1975.0,39.0,0.0,,0.0,9.0,,2014.0
430442104.0,2014,430442105.0,2004.0,10.0,1.0,1.0,3.0,1.0,4.0,2014.0,1980.0,34.0,0.0,,0.0,9.0,,2014.0
430509104.0,2014,430509105.0,1999.0,15.0,0.0,1.0,1.0,1.0,9.0,2014.0,1976.0,38.0,0.0,,0.0,12.0,,2014.0
430712106.0,2014,430712107.0,2001.0,13.0,0.0,1.0,1.0,,7.0,2014.0,1980.0,34.0,0.0,,1.0,13.0,,2014.0
440374102.0,2014,440374104.0,1999.0,15.0,0.0,1.0,3.0,1.0,7.0,2014.0,1966.0,48.0,0.0,,,0.0,,2014.0
440675106.0,2014,440675108.0,1999.0,15.0,0.0,1.0,2.0,1.0,8.0,2014.0,1969.0,45.0,0.0,1.0,,12.0,,2014.0
230628104.0,2014,230628105.0,2003.0,11.0,1.0,1.0,1.0,1.0,5.0,2014.0,1981.0,33.0,0.0,,0.0,11.0,,2014.0
120001101.0,2014,120001103.0,2004.0,10.0,0.0,1.0,1.0,1.0,4.0,2014.0,1979.0,35.0,0.0,,0.0,12.0,,2014.0
120013101.0,2014,120013104.0,2002.0,12.0,1.0,1.0,1.0,1.0,5.0,2014.0,1977.0,37.0,0.0,,1.0,17.0,,2014.0
120018101.0,2014,120018102.0,2003.0,11.0,0.0,1.0,3.0,1.0,5.0,2014.0,1980.0,34.0,0.0,,0.0,12.0,,2014.0
120032101.0,2014,120032103.0,2004.0,10.0,0.0,1.0,1.0,1.0,4.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
120035102.0,2014,120035103.0,1999.0,15.0,1.0,1.0,1.0,1.0,9.0,2014.0,1977.0,37.0,0.0,,0.0,8.0,,2014.0
120040102.0,2014,120040103.0,2003.0,11.0,0.0,1.0,2.0,1.0,4.0,2014.0,1979.0,35.0,0.0,,0.0,15.0,,2014.0
120063102.0,2014,120063103.0,2004.0,10.0,1.0,1.0,2.0,1.0,4.0,2014.0,1978.0,36.0,0.0,,0.0,16.0,,2014.0
120071101.0,2014,120071103.0,1999.0,15.0,1.0,1.0,2.0,1.0,8.0,2014.0,1975.0,39.0,0.0,,0.0,12.0,,2014.0
120072102.0,2014,120072103.0,2001.0,13.0,0.0,1.0,1.0,1.0,6.0,2014.0,1979.0,35.0,0.0,,0.0,12.0,,2014.0
120078104.0,2014,120078105.0,2004.0,10.0,1.0,1.0,2.0,1.0,6.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
120082101.0,2014,120082105.0,2003.0,11.0,0.0,1.0,2.0,1.0,6.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
120086103.0,2014,120086104.0,1999.0,15.0,1.0,1.0,2.0,1.0,10.0,2014.0,1977.0,37.0,0.0,,0.0,0.0,,2014.0
120096104.0,2014,120096105.0,2002.0,12.0,0.0,1.0,1.0,1.0,7.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
120131101.0,2014,120131103.0,2000.0,14.0,1.0,5.0,,,,2014.0,1972.0,42.0,0.0,,0.0,15.0,,2014.0
140394105.0,2014,140394104.0,2003.0,11.0,1.0,1.0,1.0,1.0,7.0,2014.0,1975.0,39.0,0.0,,0.0,15.0,,2014.0
350105107.0,2014,350105106.0,2001.0,13.0,1.0,1.0,2.0,1.0,7.0,2014.0,,,,,,,,
370707106.0,2014,370707109.0,2003.0,11.0,1.0,1.0,1.0,,6.0,2014.0,1976.0,38.0,0.0,,0.0,16.0,,2014.0
130004101.0,2014,130004103.0,1999.0,15.0,1.0,1.0,2.0,1.0,9.0,2014.0,1974.0,40.0,0.0,,0.0,9.0,,2014.0
130006104.0,2014,130006105.0,2002.0,12.0,1.0,1.0,2.0,,6.0,2014.0,1978.0,36.0,0.0,,0.0,0.0,,2014.0
130022105.0,2014,130022106.0,2001.0,13.0,1.0,1.0,4.0,1.0,7.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
130029104.0,2014,130029105.0,2003.0,11.0,1.0,1.0,1.0,1.0,4.0,2014.0,1979.0,35.0,0.0,,0.0,6.0,,2014.0
130032101.0,2014,130032105.0,2000.0,14.0,0.0,1.0,1.0,1.0,7.0,2014.0,1978.0,36.0,0.0,,0.0,6.0,,2014.0
130034101.0,2014,130034105.0,1999.0,15.0,0.0,5.0,,1.0,11.0,2014.0,1977.0,37.0,0.0,,0.0,6.0,,2014.0
130046103.0,2014,130046106.0,2004.0,10.0,1.0,1.0,1.0,1.0,4.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
130051101.0,2014,130051103.0,2001.0,13.0,1.0,1.0,1.0,1.0,6.0,2014.0,1974.0,40.0,0.0,,0.0,9.0,,2014.0
130054105.0,2014,130054104.0,2002.0,12.0,1.0,1.0,1.0,1.0,2.0,2014.0,,,,,,,,
130057104.0,2014,130057105.0,2004.0,10.0,0.0,1.0,2.0,1.0,1.0,2014.0,1975.0,39.0,0.0,,0.0,9.0,,2014.0
130060102.0,2014,130060103.0,2000.0,14.0,1.0,1.0,3.0,1.0,7.0,2014.0,1973.0,41.0,0.0,,0.0,6.0,,2014.0
130072101.0,2014,130072103.0,2003.0,11.0,0.0,1.0,1.0,1.0,3.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
130085104.0,2014,130085105.0,2002.0,12.0,0.0,1.0,2.0,1.0,5.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
130089102.0,2014,130089103.0,1999.0,15.0,0.0,1.0,,1.0,9.0,2014.0,1976.0,38.0,0.0,,0.0,6.0,,2014.0
130098102.0,2014,130098103.0,2004.0,10.0,0.0,1.0,3.0,1.0,3.0,2014.0,1983.0,31.0,0.0,,0.0,6.0,,2014.0
130099104.0,2014,130099105.0,2000.0,14.0,0.0,1.0,4.0,1.0,7.0,2014.0,1976.0,38.0,0.0,,0.0,11.0,,2014.0
130103101.0,2014,130103105.0,2004.0,10.0,0.0,1.0,1.0,1.0,3.0,2014.0,1980.0,34.0,0.0,,0.0,9.0,,2014.0
130131102.0,2014,130131103.0,2000.0,14.0,0.0,1.0,1.0,1.0,8.0,2014.0,1973.0,41.0,0.0,,0.0,16.0,,2014.0
130140101.0,2014,130140103.0,2003.0,11.0,1.0,1.0,1.0,1.0,5.0,2014.0,1979.0,35.0,0.0,,0.0,15.0,,2014.0
130146104.0,2014,130146105.0,2003.0,11.0,1.0,1.0,2.0,,6.0,2014.0,1977.0,37.0,0.0,,0.0,9.0,,2014.0
130147101.0,2014,130147103.0,2002.0,12.0,1.0,1.0,3.0,1.0,6.0,2014.0,1974.0,40.0,0.0,,0.0,9.0,,2014.0
130151102.0,2014,130151103.0,2000.0,14.0,0.0,1.0,1.0,1.0,8.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
130173105.0,2014,130173104.0,2004.0,10.0,0.0,1.0,1.0,1.0,4.0,2014.0,1977.0,37.0,0.0,,0.0,12.0,,2014.0
130184101.0,2014,130184103.0,2000.0,14.0,1.0,1.0,1.0,1.0,4.0,2014.0,1973.0,41.0,0.0,,0.0,9.0,,2014.0
130185101.0,2014,130185103.0,1999.0,15.0,0.0,1.0,2.0,1.0,5.0,2014.0,1971.0,43.0,0.0,,0.0,9.0,,2014.0
130208109.0,2014,130208106.0,2000.0,14.0,0.0,1.0,2.0,1.0,7.0,2014.0,1973.0,41.0,0.0,,0.0,9.0,,2014.0
130226102.0,2014,130226103.0,2000.0,14.0,1.0,1.0,2.0,1.0,8.0,2014.0,1973.0,41.0,0.0,,0.0,12.0,,2014.0
130228101.0,2014,130228103.0,2003.0,11.0,1.0,1.0,1.0,1.0,5.0,2014.0,1978.0,36.0,0.0,,1.0,13.0,,2014.0
130289102.0,2014,130289103.0,2003.0,11.0,0.0,1.0,2.0,1.0,5.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
130297101.0,2014,130297103.0,2002.0,12.0,1.0,1.0,1.0,1.0,7.0,2014.0,1976.0,38.0,0.0,,0.0,16.0,,2014.0
130306101.0,2014,130306103.0,2002.0,12.0,1.0,1.0,1.0,1.0,7.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
130307101.0,2014,130307103.0,2002.0,12.0,1.0,1.0,2.0,1.0,7.0,2014.0,1975.0,39.0,0.0,,0.0,9.0,,2014.0
130322103.0,2014,130322104.0,2002.0,12.0,0.0,1.0,3.0,1.0,7.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
130323102.0,2014,130323104.0,2003.0,11.0,1.0,1.0,3.0,1.0,6.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
130333104.0,2014,130333105.0,2004.0,10.0,0.0,1.0,1.0,1.0,4.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
130336104.0,2014,130336105.0,2000.0,14.0,1.0,1.0,3.0,,8.0,2014.0,1974.0,40.0,0.0,,0.0,6.0,,2014.0
130350101.0,2014,130350103.0,2002.0,12.0,0.0,1.0,3.0,1.0,7.0,2014.0,1977.0,37.0,0.0,,0.0,9.0,,2014.0
130381101.0,2014,130381102.0,1999.0,15.0,0.0,1.0,4.0,1.0,8.0,2014.0,1977.0,37.0,0.0,,0.0,9.0,,2014.0
130392104.0,2014,130392105.0,2001.0,13.0,1.0,1.0,2.0,,7.0,2014.0,1978.0,36.0,0.0,,0.0,16.0,,2014.0
130395101.0,2014,130395103.0,2001.0,13.0,1.0,1.0,4.0,1.0,7.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
130398104.0,2014,130398105.0,2003.0,11.0,1.0,1.0,3.0,1.0,5.0,2014.0,,,,,,,,
130418101.0,2014,130418103.0,2002.0,12.0,1.0,1.0,4.0,1.0,7.0,2014.0,1979.0,35.0,0.0,,0.0,7.0,,2014.0
130420102.0,2014,130420103.0,2004.0,10.0,0.0,5.0,,1.0,2.0,2014.0,1983.0,31.0,0.0,,0.0,9.0,,2014.0
130426103.0,2014,130426105.0,2004.0,10.0,1.0,1.0,1.0,1.0,4.0,2014.0,1978.0,36.0,0.0,,0.0,6.0,,2014.0
130439104.0,2014,130439105.0,1999.0,15.0,0.0,1.0,2.0,,10.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
130452102.0,2014,130452103.0,1999.0,15.0,0.0,1.0,2.0,1.0,9.0,2014.0,1973.0,41.0,0.0,,0.0,6.0,,2014.0
130453101.0,2014,130453103.0,2003.0,11.0,0.0,1.0,4.0,1.0,5.0,2014.0,1974.0,40.0,0.0,,0.0,9.0,,2014.0
130459102.0,2014,130459103.0,2003.0,11.0,1.0,1.0,2.0,1.0,6.0,2014.0,1978.0,36.0,0.0,,0.0,6.0,,2014.0
130462103.0,2014,130462105.0,2003.0,11.0,0.0,1.0,1.0,,6.0,2014.0,1979.0,35.0,0.0,,0.0,6.0,,2014.0
130465104.0,2014,130465105.0,2004.0,10.0,1.0,1.0,3.0,1.0,4.0,2014.0,,,,,,,,
130475106.0,2014,130475107.0,2004.0,10.0,1.0,1.0,1.0,1.0,5.0,2014.0,1978.0,36.0,0.0,,0.0,6.0,,2014.0
130488101.0,2014,130488103.0,1999.0,15.0,1.0,1.0,4.0,1.0,7.0,2014.0,1974.0,40.0,0.0,,0.0,12.0,,2014.0
130489101.0,2014,130489105.0,2003.0,11.0,1.0,1.0,1.0,1.0,5.0,2014.0,1974.0,40.0,0.0,,0.0,12.0,,2014.0
130496102.0,2014,130496103.0,1999.0,15.0,0.0,1.0,1.0,1.0,10.0,2014.0,1974.0,40.0,0.0,,0.0,16.0,,2014.0
130506102.0,2014,130506103.0,2003.0,11.0,1.0,1.0,3.0,1.0,4.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
130523101.0,2014,130523104.0,1999.0,15.0,1.0,1.0,2.0,1.0,9.0,2014.0,1973.0,41.0,0.0,,0.0,9.0,,2014.0
130545101.0,2014,130545103.0,2000.0,14.0,0.0,1.0,3.0,1.0,7.0,2014.0,1972.0,42.0,0.0,,0.0,4.0,,2014.0
130549101.0,2014,130549103.0,2003.0,11.0,1.0,1.0,2.0,1.0,5.0,2014.0,,,,,,,,
130558101.0,2014,130558103.0,2000.0,14.0,0.0,1.0,2.0,1.0,6.0,2014.0,1966.0,48.0,0.0,,,6.0,,2014.0
130563102.0,2014,130563103.0,2004.0,10.0,0.0,1.0,2.0,1.0,3.0,2014.0,1981.0,33.0,0.0,,0.0,7.0,,2014.0
130575102.0,2014,130575103.0,2003.0,11.0,1.0,1.0,2.0,1.0,5.0,2014.0,1981.0,33.0,0.0,,0.0,8.0,,2014.0
130578102.0,2014,130578103.0,2002.0,12.0,0.0,1.0,4.0,1.0,7.0,2014.0,1980.0,34.0,0.0,,0.0,6.0,,2014.0
130588104.0,2014,130588105.0,1999.0,15.0,1.0,1.0,1.0,1.0,8.0,2014.0,1974.0,40.0,0.0,,0.0,9.0,,2014.0
130635104.0,2014,130635105.0,2000.0,14.0,0.0,1.0,3.0,1.0,7.0,2014.0,1980.0,34.0,0.0,,0.0,12.0,,2014.0
130639104.0,2014,130639105.0,2002.0,12.0,0.0,1.0,1.0,1.0,6.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
130654104.0,2014,140974501.0,1999.0,15.0,0.0,1.0,2.0,1.0,10.0,2014.0,1974.0,40.0,0.0,,0.0,6.0,,2014.0
130655102.0,2014,130655103.0,2001.0,13.0,1.0,1.0,3.0,1.0,6.0,2014.0,1980.0,34.0,0.0,,0.0,6.0,,2014.0
130676101.0,2014,130676103.0,1999.0,15.0,0.0,1.0,3.0,1.0,10.0,2014.0,1973.0,41.0,0.0,,0.0,6.0,,2014.0
130708101.0,2014,130708103.0,2003.0,11.0,1.0,1.0,2.0,1.0,2.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
130710104.0,2014,130710431.0,1999.0,15.0,0.0,1.0,3.0,0.0,9.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
130719102.0,2014,130719103.0,2001.0,13.0,1.0,1.0,4.0,1.0,6.0,2014.0,1974.0,40.0,0.0,,0.0,9.0,,2014.0
130733101.0,2014,130733103.0,1999.0,15.0,0.0,1.0,2.0,1.0,9.0,2014.0,1972.0,42.0,0.0,,0.0,12.0,,2014.0
130735102.0,2014,130735103.0,1999.0,15.0,1.0,1.0,2.0,,10.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
130736101.0,2014,130736103.0,1999.0,15.0,0.0,1.0,2.0,1.0,9.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
130737101.0,2014,130737103.0,2001.0,13.0,0.0,1.0,1.0,1.0,8.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
130758102.0,2014,130758103.0,2000.0,14.0,1.0,1.0,2.0,1.0,8.0,2014.0,1971.0,43.0,0.0,,0.0,12.0,,2014.0
130792103.0,2014,130792105.0,2004.0,10.0,1.0,1.0,1.0,1.0,4.0,2014.0,1980.0,34.0,0.0,,0.0,12.0,,2014.0
130815105.0,2014,130815104.0,2004.0,10.0,1.0,1.0,1.0,1.0,4.0,2014.0,1981.0,33.0,0.0,,0.0,12.0,,2014.0
130841101.0,2014,130841103.0,2003.0,11.0,0.0,1.0,3.0,1.0,1.0,2014.0,1980.0,34.0,0.0,,0.0,4.0,,2014.0
130844101.0,2014,130844103.0,2003.0,11.0,0.0,1.0,1.0,1.0,5.0,2014.0,1980.0,34.0,0.0,,0.0,8.0,,2014.0
130877101.0,2014,130877106.0,2004.0,10.0,1.0,1.0,3.0,1.0,3.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
130878101.0,2014,130878103.0,2000.0,14.0,1.0,1.0,4.0,1.0,8.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
130881104.0,2014,130881105.0,2002.0,12.0,1.0,1.0,4.0,1.0,6.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
130884101.0,2014,130884105.0,2002.0,12.0,1.0,1.0,1.0,1.0,6.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
130898101.0,2014,130898103.0,2003.0,11.0,0.0,1.0,4.0,1.0,4.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
130904101.0,2014,130904102.0,2000.0,14.0,0.0,1.0,2.0,1.0,7.0,2014.0,1971.0,43.0,0.0,,0.0,9.0,,2014.0
130918101.0,2014,130918103.0,2002.0,12.0,0.0,1.0,2.0,1.0,6.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
130937101.0,2014,130937103.0,1999.0,15.0,1.0,1.0,3.0,1.0,9.0,2014.0,1973.0,41.0,0.0,,0.0,6.0,,2014.0
411778108.0,2014,411778109.0,2003.0,11.0,1.0,1.0,1.0,1.0,6.0,2014.0,1976.0,38.0,0.0,1.0,0.0,15.0,41.0,2014.0
134274501.0,2014,500187108.0,1999.0,15.0,0.0,1.0,3.0,1.0,9.0,2014.0,1971.0,43.0,0.0,1.0,0.0,0.0,,2014.0
621249101.0,2014,621249103.0,2004.0,10.0,0.0,1.0,4.0,1.0,4.0,2014.0,1975.0,39.0,0.0,,0.0,0.0,,2014.0
140007105.0,2014,140007107.0,2004.0,10.0,1.0,1.0,3.0,1.0,3.0,2014.0,1983.0,31.0,0.0,,0.0,12.0,,2014.0
140027104.0,2014,140027105.0,2000.0,14.0,0.0,1.0,2.0,1.0,8.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
140031104.0,2014,140031105.0,2004.0,10.0,1.0,1.0,3.0,1.0,5.0,2014.0,,,,,,,,
140039102.0,2014,140039103.0,2002.0,12.0,0.0,1.0,1.0,1.0,6.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
140045102.0,2014,140045103.0,2004.0,10.0,0.0,1.0,1.0,1.0,4.0,2014.0,1976.0,38.0,0.0,,0.0,16.0,,2014.0
140047101.0,2014,140047104.0,1999.0,15.0,1.0,1.0,1.0,1.0,9.0,2014.0,1979.0,35.0,0.0,,0.0,9.0,,2014.0
140052102.0,2014,140052103.0,2001.0,13.0,1.0,1.0,3.0,1.0,7.0,2014.0,1974.0,40.0,0.0,,0.0,9.0,,2014.0
140056101.0,2014,140056103.0,2003.0,11.0,1.0,1.0,2.0,1.0,5.0,2014.0,1979.0,35.0,0.0,,0.0,12.0,,2014.0
140068101.0,2014,140068103.0,2001.0,13.0,1.0,1.0,3.0,1.0,7.0,2014.0,1972.0,42.0,0.0,,0.0,9.0,,2014.0
140082102.0,2014,140082103.0,2000.0,14.0,0.0,5.0,,,,2014.0,,,,,,,,
140102101.0,2014,140102103.0,2000.0,14.0,1.0,1.0,1.0,1.0,9.0,2014.0,1966.0,48.0,0.0,,,6.0,,2014.0
140114102.0,2014,140114103.0,2003.0,11.0,0.0,1.0,4.0,1.0,5.0,2014.0,1980.0,34.0,0.0,,0.0,6.0,,2014.0
140142102.0,2014,140142103.0,2001.0,13.0,0.0,1.0,2.0,1.0,7.0,2014.0,1964.0,50.0,0.0,,,9.0,,2014.0
140148104.0,2014,140148105.0,2001.0,13.0,1.0,1.0,2.0,1.0,5.0,2014.0,1980.0,34.0,0.0,,0.0,9.0,,2014.0
140155102.0,2014,140155103.0,2001.0,13.0,1.0,1.0,3.0,1.0,4.0,2014.0,1980.0,34.0,0.0,,0.0,9.0,,2014.0
140162105.0,2014,140162107.0,2001.0,13.0,0.0,1.0,3.0,1.0,7.0,2014.0,1980.0,34.0,0.0,,0.0,6.0,,2014.0
140177103.0,2014,140177104.0,2002.0,12.0,1.0,1.0,2.0,,6.0,2014.0,1980.0,34.0,0.0,,0.0,9.0,,2014.0
140187101.0,2014,140187103.0,2003.0,11.0,0.0,1.0,1.0,1.0,5.0,2014.0,1973.0,41.0,0.0,,0.0,12.0,,2014.0
140188104.0,2014,140188105.0,2003.0,11.0,1.0,1.0,1.0,1.0,4.0,2014.0,1977.0,37.0,0.0,,0.0,8.0,,2014.0
140198102.0,2014,140198103.0,2002.0,12.0,0.0,1.0,4.0,1.0,5.0,2014.0,1981.0,33.0,0.0,,0.0,8.0,,2014.0
140200104.0,2014,140200105.0,2003.0,11.0,1.0,1.0,3.0,,4.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
140217102.0,2014,140217103.0,2004.0,10.0,0.0,5.0,,1.0,5.0,2014.0,1974.0,40.0,0.0,,0.0,6.0,,2014.0
140241104.0,2014,140241105.0,2003.0,11.0,1.0,1.0,2.0,1.0,5.0,2014.0,1979.0,35.0,0.0,,0.0,6.0,,2014.0
140293101.0,2014,140293103.0,2002.0,12.0,1.0,1.0,2.0,1.0,2.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
140297101.0,2014,140297102.0,2001.0,13.0,1.0,1.0,1.0,1.0,1.0,2014.0,1983.0,31.0,0.0,,0.0,6.0,,2014.0
140309104.0,2014,140309106.0,2002.0,12.0,0.0,1.0,3.0,1.0,5.0,2014.0,1972.0,42.0,0.0,,0.0,3.0,,2014.0
140330104.0,2014,140330105.0,2002.0,12.0,0.0,1.0,1.0,,7.0,2014.0,1981.0,33.0,0.0,,0.0,9.0,,2014.0
140336101.0,2014,140336103.0,2000.0,14.0,1.0,1.0,1.0,1.0,8.0,2014.0,1974.0,40.0,0.0,,0.0,8.0,,2014.0
140340105.0,2014,140340106.0,2001.0,13.0,0.0,1.0,2.0,1.0,8.0,2014.0,1975.0,39.0,0.0,,0.0,7.0,,2014.0
140342104.0,2014,140342105.0,2004.0,10.0,1.0,1.0,1.0,1.0,4.0,2014.0,,,,,,,,
140352101.0,2014,140352103.0,2000.0,14.0,0.0,1.0,3.0,1.0,8.0,2014.0,1977.0,37.0,0.0,,0.0,6.0,,2014.0
140359102.0,2014,140359103.0,2004.0,10.0,0.0,1.0,3.0,1.0,5.0,2014.0,1983.0,31.0,0.0,,0.0,9.0,,2014.0
140365104.0,2014,140365106.0,1999.0,15.0,1.0,1.0,3.0,1.0,9.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
140374101.0,2014,140374104.0,1999.0,15.0,0.0,1.0,3.0,1.0,8.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
140394105.0,2014,140394104.0,2003.0,11.0,1.0,1.0,1.0,1.0,7.0,2014.0,1975.0,39.0,0.0,,0.0,15.0,,2014.0
130439104.0,2014,130439105.0,1999.0,15.0,0.0,1.0,2.0,,10.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
140484101.0,2014,140484104.0,2000.0,14.0,1.0,1.0,2.0,1.0,7.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
140487104.0,2014,140487105.0,2000.0,14.0,0.0,1.0,2.0,1.0,9.0,2014.0,1976.0,38.0,0.0,,0.0,9.0,,2014.0
140513105.0,2014,140513106.0,2004.0,10.0,0.0,1.0,3.0,1.0,4.0,2014.0,1986.0,28.0,0.0,1.0,0.0,6.0,,2014.0
140525101.0,2014,140525105.0,2004.0,10.0,1.0,1.0,1.0,1.0,3.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
140599101.0,2014,140599103.0,1999.0,15.0,0.0,1.0,1.0,,10.0,2014.0,1977.0,37.0,0.0,,0.0,12.0,,2014.0
140624101.0,2014,140624103.0,2004.0,10.0,1.0,1.0,1.0,,3.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
140631101.0,2014,140631103.0,2003.0,11.0,1.0,1.0,3.0,1.0,4.0,2014.0,1982.0,32.0,0.0,,0.0,12.0,,2014.0
140663432.0,2014,140663103.0,2002.0,12.0,1.0,1.0,1.0,,7.0,2014.0,1982.0,32.0,0.0,,0.0,9.0,,2014.0
140669101.0,2014,140669103.0,1999.0,15.0,1.0,1.0,3.0,,8.0,2014.0,1977.0,37.0,0.0,,0.0,9.0,,2014.0
140678102.0,2014,140678104.0,2000.0,14.0,1.0,1.0,1.0,1.0,8.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
140680104.0,2014,140680105.0,2001.0,13.0,1.0,1.0,3.0,1.0,7.0,2014.0,,,,,,,,
140694102.0,2014,140694103.0,1999.0,15.0,0.0,5.0,,1.0,9.0,2014.0,1967.0,47.0,0.0,,,9.0,,2014.0
140702101.0,2014,140702103.0,1999.0,15.0,1.0,1.0,2.0,1.0,9.0,2014.0,1975.0,39.0,0.0,,0.0,16.0,,2014.0
140728104.0,2014,140728105.0,2002.0,12.0,1.0,1.0,3.0,1.0,4.0,2014.0,,,,,,,,
140748104.0,2014,140748105.0,1999.0,15.0,0.0,1.0,1.0,1.0,8.0,2014.0,1978.0,36.0,0.0,,0.0,9.0,,2014.0
140757101.0,2014,140757103.0,2001.0,13.0,1.0,1.0,3.0,1.0,6.0,2014.0,1969.0,45.0,0.0,,,9.0,,2014.0
140778104.0,2014,140778105.0,1999.0,15.0,0.0,1.0,3.0,1.0,10.0,2014.0,1979.0,35.0,0.0,,0.0,12.0,,2014.0
140834104.0,2014,140834106.0,2004.0,10.0,0.0,1.0,3.0,1.0,4.0,2014.0,1985.0,29.0,0.0,,0.0,6.0,,2014.0
140839102.0,2014,140839103.0,2002.0,12.0,1.0,1.0,3.0,1.0,7.0,2014.0,1981.0,33.0,0.0,,0.0,6.0,,2014.0
